uniqueID,surname,allOtherNames,firstName,commonName,earlierOrLaterNames,title,birthDate,birthYear,birthMonth,birthDay,deathDate,deathYear,deathMonth,deathDay,wasEverPrimeMinister,comments,wikipedia,adb
russelledgar1943,Russell,Edgar Hughes Deg,Edgar,,,,1890-10-24,1890,10,24,1963-3-31,1963,3,31,,,,
ryanjoanne2013,Ryan,Joanne Catherine,Joanne,,,,1961-7-29,1961,7,29,,,,,,,,
ryanrupert1940,Ryan,Rupert Sumner,Rupert,,,,,1884,,,1952-8-26,1952,8,26,,,,
ryanthomas1919,Ryan,Thomas Joseph,Thomas,,,,1876-7-1,1876,7,1,1921-8-1,1921,8,1,,,,
ryriegranville1911,Ryrie,Granville de Laune,Granville,,Later Sir Granville,,1865-7-1,1865,7,1,1937-10-2,1937,10,2,,,,
saffinjanelle2007,Saffin,Janelle Anne,Janelle,,,,1954-11-1,1954,11,1,,,,,,,,
sainsburymurray1975,Sainsbury,Murray Evan,Murray,,,,1940-9-14,1940,9,14,,,,,,,,
stclairstuart1998,St Clair,Stuart Roy,Stuart,,,,1949-11-21,1949,11,21,,,,,,,,
stjohnedward1966,St John,Edward Henry,Edward,,,,1916-8-15,1916,8,15,1994-10-24,1994,10,24,,,,
salmoncharles1901,Salmon,Charles Carty,Charles,,,,1861-7-29,1861,7,29,1917-9-15,1917,9,15,,,,
sampsonsydney1906,Sampson,Sydney,Sydney,,,,,1863,,,1948-3-24,1948,3,24,,,https://en.wikipedia.org/wiki/Sydney_Sampson,
saundersonjohn1983,Saunderson,John,John,,,,1948-5-31,1948,5,31,,,,,,,,
sawerswilliam1901,Sawers,William Bowie Stewart Campbell,William,,,,,1844,,,1916-5-19,1916,5,19,,,,
sawfordrodney1988,Sawford,Rodney Weston,Rodney,,,,1944-6-26,1944,6,26,,,,,,,,
scholesgordon1967,Scholes,Gordon Glen Denton,Gordon,,,,1931-6-7,1931,6,7,,,,,,,,
scholfieldthomas1931,Scholfield,Thomas Hallett,Thomas,,,,1894-5-9,1894,5,9,1964-6-25,1964,6,25,,,,
schultzalbert1998,Schultz,Albert John,Albert,,,,1939-5-29,1939,5,29,2015-7-14,2015,7,14,,,,
sciaccacon1987,Sciacca,Concetto Antonio,Concetto,Con,,,1947-6-13,1947,6,13,,,,,,,,
scottbruce1990,Scott,Bruce Craig,Bruce,,,,1943-10-20,1943,10,20,,,,,,,,
scottfiona2013,Scott,Fiona Meryl,Fiona,,,,1977-3-1,1977,3,1,,,,,,,,
scottjohn1980,Scott,John Lyden,John,,,,1934-3-31,1934,3,31,,,,,,,,
scottles1988,Scott,Leslie James,Leslie,Les,,,1947-10-18,1947,10,18,,,,,,,https://en.wikipedia.org/wiki/Les_Scott,
scullinjim1910,Scullin,James Henry,James,Jim,,,1876-9-18,1876,9,18,1953-1-28,1953,1,28,1,,,
scullywilliam1937,Scully,William James,William,,,,1890-2-1,1890,2,1,1966-3-19,1966,3,19,,,,
seabrookalfred1922,Seabrook,Alfred Charles,Alfred,,,,1867-4-5,1867,4,5,1939-6-11,1939,6,11,,,,
seckerpatrick1998,Secker,Patrick Damien,Patrick,,,,1956-6-6,1956,6,6,,,,,,,,
sercomberobert1996,Sercombe,Robert Charles Grant,Robert,,,,1949-4-3,1949,4,3,,,,,,,,
sextonjoseph1958,Sexton,Joseph Clement Leonard,Joseph,,,,1905-11-24,1905,11,24,1974-4-21,1974,4,21,,,,
shackpeter1977,Shack,Peter Donald,Peter,,,,1953-6-20,1953,6,20,,,,,,,,
sharkierebekha2016,Sharkie,Rebekha Carina,Rebekha,,,,1972-8-24,1972,8,24,,,,,,,https://en.wikipedia.org/wiki/Rebekha_Sharkie,
sharpjohn1984,Sharp,John Randall,John,,,,1954-12-15,1954,12,15,,,,,,,,
sharpejames1913,Sharpe,James Benjamin,James,,,,,1868,,,1935-7-8,1935,7,8,,,,
shawgeorge1963,Shaw,George William,George,,,,1913-7-28,1913,7,28,1966-1-9,1966,1,9,,,,
sheehanthomas1937,Sheehan,Thomas,Thomas,,,,1891-4-14,1891,4,14,1955-3-26,1955,3,26,,,,
sheehythomas1943,Sheehy,Thomas Neil,Thomas,,,,1899-5-19,1899,5,19,1984-9-23,1984,9,23,,,,
sherryraymond1969,Sherry,Raymond Henry,Raymond,,,,1924-10-3,1924,10,3,1989-6-13,1989,6,13,,,,
shiptonroger1975,Shipton,Roger Francis,Roger,,,,1936-8-5,1936,8,5,1998-1-19,1998,1,19,,,,
shortjim1975,Short,James Robert,James,Jim,,,1936-12-7,1936,12,7,,,,,,,https://en.wikipedia.org/wiki/Jim_Short_(Australian_politician),
shortleonie2001,Short,Leonie Marjorie,Leonie,,,,1956-1-1,1956,1,1,,,,,,,,
shortenwilliam2007,Shorten,William Richard,William,,,,1967-5-12,1967,5,12,,,,,,,,
sidebottompeter1998,Sidebottom,Peter Sid,Peter,,,,1951-4-23,1951,4,23,,,,,,,,
simmonsdavid1983,Simmons,David William,David,,,,1947-11-7,1947,11,7,,,,,,,,
simonbarry1975,Simon,Barry Douglas,Barry,,,,1936-4-1,1936,4,1,2004-7-7,2004,7,7,,,,
simpkinsluke2007,Simpkins,Luke Xavier Linton,Luke,,,,1964-6-8,1964,6,8,,,,,,,,
sinclairhugh1906,Sinclair,Hugh,Hugh,,,,1864-6-6,1864,6,6,1926-8-3,1926,8,3,,,,
sinclairian1963,Sinclair,Ian McCahon,Ian,,,,1929-6-10,1929,6,10,,,,,,,,
skenethomas1901,Skene,Thomas,Thomas,,,,1845-12-15,1845,12,15,1910-3-15,1910,3,15,,,,
slipperpeter1984,Slipper,Peter Neil,Peter,,,,1950-2-14,1950,2,14,,,,,,,,
smithalbert1943,Smith,Albert Edward,Albert,,,,1881-1-2,1881,1,2,1965-2-5,1965,2,5,,,,
smithanthony1996,Smith,Anthony Charles,Anthony,,,,1950-7-15,1950,7,15,,,,,,,,
smithanthony2001,Smith,Anthony David Hawthorn,Anthony,,,,1967-3-13,1967,3,13,,,,,,,,
smitharthur1901,Smith,Arthur Bruce,Arthur,,,,1851-6-28,1851,6,28,1937-8-14,1937,8,14,,,,
smithsilvia1993,Smith,Silvia Joy,Silvia,,,,1939-12-22,1939,12,22,,,,,,,,
smithstephen1993,Smith,Stephen Francis,Stephen,,,,1955-12-12,1955,12,12,,,,,,,,
smithsydney1901,Smith,Sydney,Sydney,,,,,1856,,,1934-2-21,1934,2,21,,,,
smithwarwick1984,Smith,Warwick Leslie,Warwick,,,,1954-5-13,1954,5,13,,,,,,,,
smithwilliam1910,Smith,William Henry Laird,William,,,,1869-9-15,1869,9,15,1942-10-21,1942,10,21,,,,
smythbrendan1995,Smyth,Brendan Michael,Brendan,,,,1959-7-27,1959,7,27,,,,,,,,
smythlaura2010,Smyth,Laura Mary,Laura,,,,1976-11-12,1976,11,12,,,,,,,,
sneddenbilly1955,Snedden,Billy Mackie,Billy,,Later Sir Billy,,1926-12-31,1926,12,31,1987-6-27,1987,6,27,,,,
snowjames1983,Snow,James Henry,James,,,,1934-9-15,1934,9,15,,,,,,,,
snowdonwarren1987,Snowdon,Warren Edward,Warren,,,,1950-3-20,1950,3,20,,,,,,,,
solomonelias1901,Solomon,Elias,Elias,,,,1839-9-2,1839,9,2,1909-5-23,1909,5,23,,,,
solomonrobert1969,Solomon,Robert John,Robert,,,,1931-11-2,1931,11,2,,,,,,,,
solomonvaiben1901,Solomon,Vaiben Louis,Vaiben,,,,1853-5-13,1853,5,13,1908-10-20,1908,10,20,,,https://en.wikipedia.org/wiki/Vaiben_Solomon,
somlyayalexander1990,Somlyay,Alexander Michael,Alexander,,,,1946-1-18,1946,1,18,,,,,,,,
southcottandrew1996,Southcott,Andrew John,Andrew,,,,1967-10-15,1967,10,15,,,,,,,,
spencewilliam1901,Spence,William Guthrie,William,,,,1846-8-7,1846,8,7,1926-12-13,1926,12,13,,,,
spenderjohn1980,Spender,John Michael,John,,,,1935-12-2,1935,12,2,,,,,,,,
spenderpercy1937,Spender,Percy Claude,Percy,,,,1897-10-5,1897,10,5,1985-5-3,1985,5,3,,,,
spoonereric1940,Spooner,Eric Sydney,Eric,,,,1891-3-2,1891,3,2,1952-6-3,1952,6,3,,,,
spurrlancelot1939,Spurr,Lancelot Thomas,Lancelot,,,,1897-3-17,1897,3,17,1965-5-30,1965,5,30,,,,
staceyfred1931,Stacey,Fred Hurtle,Fred,,,,1879-8-6,1879,8,6,1964-9-17,1964,9,17,,,,
staleytony1970,Staley,Anthony Allan,Anthony,Tony,,,1939-5-15,1939,5,15,,,,,,,,
stanleyanne2016,Stanley,Anne Maree,Anne,,,,1961-10-6,1961,10,6,,,,,,,,
staplespeter1983,Staples,Peter Richard,Peter,,,,1947-10-15,1947,10,15,,,,,,,,
steedmanalan1983,Steedman,Alan Peter,Alan,,,,1943-12-7,1943,12,7,,,,,,,,
stewartfrank1953,Stewart,Francis Eugene,Francis,Frank,,,1923-2-20,1923,2,20,1979-4-16,1979,4,16,,,https://en.wikipedia.org/wiki/Frank_Stewart,
stewartfrederick1931,Stewart,Frederick Harold,Frederick,,Later Sir Frederick,,1884-8-14,1884,8,14,1961-6-30,1961,6,30,,,,
stewartpercy1919,Stewart,Percy Gerald,Percy,,,,1885-10-18,1885,10,18,1931-10-14,1931,10,14,,,,
stokesphilip1955,Stokes,Philip William Clifford,Philip,,,,1906-10-25,1906,10,25,1983-10-18,1983,10,18,,,,
stonesharman1996,Stone,Sharman Nancy,Sharman,,,,1951-4-23,1951,4,23,,,,,,,,
storrerdavid1903,Storrer,David,David,,,,,1854,,,1935-11-13,1935,11,13,,,,
storywilliam1917,Story,William Harrison,William,,,,1857-5-31,1857,5,31,1924-7-13,1924,7,13,,,,
streetanthony1966,Street,Anthony Austin,Anthony,,,,1926-2-8,1926,2,8,,,,,,,https://en.wikipedia.org/wiki/Tony_Street,
streetgeoffrey1934,Street,Geoffrey Austin,Geoffrey,,,,1894-1-21,1894,1,21,1940-8-13,1940,8,13,,,,
stummjacob1913,Stumm,Jacob,Jacob,,,,1853-8-26,1853,8,26,1921-1-23,1921,1,23,,,,
sudmalisann2013,Sudmalis,Ann Elizabeth,Ann,,,,1955-9-16,1955,9,16,,,,,,,,
sukkarmichael2013,Sukkar,Michael Sven,Michael,,,,1981-9-11,1981,9,11,,,,,,,,
sullivanjohn1974,Sullivan,John William,John,,,,1929-2-7,1929,2,7,,,,,,,,
sullivanjonathan2007,Sullivan,Jonathan Harold,Jonathan,,,,1950-11-10,1950,11,10,,,,,,,,
sullivankathy1984,Sullivan,Kathryn Jean Martin,Kathryn,Kathy,Also Kathryn Jean Martin,,1942-3-8,1942,3,8,,,,,,,,
swanwayne1993,Swan,Wayne Maxwell,Wayne,,,,1954-6-30,1954,6,30,,,,,,,,
swansonmeryl2016,Swanson,Meryl,Meryl,,,,1970-9-3,1970,9,3,,,,,,,https://en.wikipedia.org/wiki/Meryl_Swanson,
swartzreginald1949,Swartz,Reginald William Colin,Reginald,,Later Sir Reginald,,1911-4-14,1911,4,14,2006-2-2,2006,2,2,,,,
symonmichael2007,Symon,Michael Stuart,Michael,,,,1965-2-21,1965,2,21,,,,,,,,
tamblinggrant1980,Tambling,Grant Ernest John,Grant,,,,1943-6-20,1943,6,20,,,,,,,,
tannerlindsay1993,Tanner,Lindsay James,Lindsay,,,,1956-4-24,1956,4,24,,,,,,,,
taylorangus2013,Taylor,Angus James,Angus,,,,1966-9-30,1966,9,30,,,,,,,,
taylorwilliam1988,Taylor,William Leonard,William,,,,1938-9-14,1938,9,14,,,,,,,,
tehandaniel2010,Tehan,Daniel Thomas,Daniel,,,,1968-1-27,1968,1,27,,,,,,,,
templemansusan2016,Templeman,Susan Raye,Susan,,,,1963-7-30,1963,7,30,,,,,,,,
theodoreedward1927,Theodore,Edward Granville,Edward,,,,1884-12-29,1884,12,29,1950-2-9,1950,2,9,,,,
theophanousandrew1980,Theophanous,Andrew Charles,Andrew,,,,1946-3-24,1946,3,24,,,,,,,,
thistlethwaitematthew2013,Thistlethwaite,Matthew James,Matthew,,,,1972-9-6,1972,9,6,,,,,,,,
thomasjosiah1901,Thomas,Josiah,Josiah,,,,,1863,,,1933-2-5,1933,2,5,,,,
thompsonalbert1946,Thompson,Albert Victor,Albert,,,,1886-11-14,1886,11,14,1966-1-13,1966,1,13,,,,
thompsoncameron1998,Thompson,Cameron Paul,Cameron,,,,1960-10-1,1960,10,1,,,,,,,,
thompsonvictor1922,Thompson,Victor Charles,Victor,,,,1885-9-10,1885,9,10,1968-5-11,1968,5,11,,,,
thomsonandrew1995,Thomson,Andrew Peter,Andrew,,,,1961-1-7,1961,1,7,,,,,,,,
thomsoncraig2007,Thomson,Craig Robert,Craig,,,,1964-7-31,1964,7,31,,,,,,,,
thomsondavidalexander1903,Thomson,David Alexander,David,David Alexander,,,1856-2-26,1856,2,26,1926-10-30,1926,10,30,,,,
thomsondavidscott1975,Thomson,David Scott,David,David Scott,,,1924-11-21,1924,11,21,2013-10-13,2013,10,13,,,,
thomsondugald1901,Thomson,Dugald,Dugald,,,,1848-12-28,1848,12,28,1922-11-27,1922,11,27,,,,
thomsonjohn1906,Thomson,John,John,,,,,1862,,,1934-7-14,1934,7,14,,,,
thomsonkelvin1996,Thomson,Kelvin John,Kelvin,,,,1955-5-1,1955,5,1,,,,,,,,
thorburnray1972,Thorburn,Ray William,Ray,,,,1930-11-15,1930,11,15,1986-1-30,1986,1,30,,,,
thorbyharold1931,Thorby,Harold Victor Campbell,Harold,,,,1888-10-2,1888,10,2,1973-1-1,1973,1,1,,,,
ticehurstken2001,Ticehurst,Ken,Ken,,,,1945-1-22,1945,1,22,,,,,,,,
ticknerrobert1984,Tickner,Robert Edward,Robert,,,,1951-12-24,1951,12,24,,,,,,,,
timsonthomas1949,Timson,Thomas Frank,Thomas,,,,1909-2-9,1909,2,9,1960-10-16,1960,10,16,,,,
tollnerdavid2001,Tollner,David William,David,,,,1966-1-31,1966,1,31,,,,,,,,
townleyathol1949,Townley,Athol Gordon,Athol,,,,1907-10-3,1907,10,3,1963-12-24,1963,12,24,,,,
treloarthomas1949,Treloar,Thomas John,Thomas,,,,1892-8-1,1892,8,1,1953-11-15,1953,11,15,,,,
trevorchris2007,Trevor,Chris Allan,Chris,,,,1961-6-23,1961,6,23,,,,,,,https://en.wikipedia.org/wiki/Chris_Trevor,
trusswarren1990,Truss,Warren Errol,Warren,,,,1948-10-8,1948,10,8,,,,,,,,
tuckeycharles1980,Tuckey,Charles Wilson,Charles,,,,1935-7-10,1935,7,10,,,,,,,,
tudgealan2010,Tudge,Alan Edward,Alan,,,,1971-2-24,1971,2,24,,,,,,,,
tudorfrank1901,Tudor,Frank Gwynne,Frank,,,,1866-1-27,1866,1,27,1922-1-10,1922,1,10,,,,http://adb.anu.edu.au/biography/tudor-francis-gwynne-frank-8874
tullyjames1928,Tully,James Thomas,James,,,,,1877,,,1962-10-15,1962,10,15,,,,
turnbullmalcolm2004,Turnbull,Malcolm Bligh,Malcolm,,,,1954-10-24,1954,10,24,,,,,1,,,
turnbullwinton1946,Turnbull,Winton George,Winton,,Later Sir Winton,,1899-12-13,1899,12,13,1980-1-14,1980,1,14,,,,
turnerhenry1952,Turner,Henry Basil,Henry,,,,1905-7-8,1905,7,8,1988-9-19,1988,9,19,,,,
turnergeorge1901,Turner,George,George,,,Sir,1851-8-8,1851,8,8,1916-8-13,1916,8,13,,,,
turnourjames2007,Turnour,James Pearce,James,,,,1966-4-7,1966,4,7,,,,,,,,
urentom1958,Uren,Thomas,Thomas,Tom,,,1921-5-28,1921,5,28,2015-1-26,2015,1,26,,,https://en.wikipedia.org/wiki/Tom_Uren,
vailemark1993,Vaile,Mark Anthony James,Mark,,,,1956-4-18,1956,4,18,,,,,,,,
valedanna1996,Vale,Danna Sue,Danna,,,,1944-11-14,1944,11,14,,,,,,,,
vamvakinoumaria2001,Vamvakinou,Maria,Maria,,,,1959-1-4,1959,1,4,,,,,,,,
vanmanenalbertus2010,van Manen,Albertus Johannes,Albertus,Bert,,,1959-1-4,1959,1,4,,,,,,,,
varvarisnickolas2013,Varvaris,Nickolas,Nickolas,,,,1974-5-25,1974,5,25,,,,,,,,
vastaross2004,Vasta,Ross Xavier,Ross,,,,1966-10-8,1966,10,8,,,,,,,,
vinerian1972,Viner,Robert Ian,Robert,Ian,,,1933-1-21,1933,1,21,,,,,,,,
wakelinbarry1993,Wakelin,Barry Hugh,Barry,,,,1946-5-7,1946,5,7,,,,,,,,
walkerfrancis1990,Walker,Francis John,Francis,,,,1942-7-7,1942,7,7,,,,,,,,
wallaceandrew2016,Wallace,Andrew Bruce,Andrew,,,,1968-4-23,1968,4,23,,,,,,,,
wallacecornelius1917,Wallace,Cornelius,Cornelius,,,,1881-1-19,1881,1,19,1921-9-20,1921,9,20,,,,
wallislaurie1969,Wallis,Laurie George,Laurie,,,,1922-9-10,1922,9,10,1984-1-10,1984,1,10,,,https://en.wikipedia.org/wiki/Laurie_Wallis,
wardedward1931,Ward,Edward John,Edward,,,,1899-3-7,1899,3,7,1963-7-31,1963,7,31,,,,
washermalcolm1998,Washer,Malcolm James,Malcolm,,,,1945-8-12,1945,8,12,,,,,,,,
watkinsdavid1901,Watkins,David,David,,,,1865-5-5,1865,5,5,1935-4-8,1935,4,8,,,,
watkinsdavidoliver1935,Watkins,David Oliver,David,David Oliver,,,1896-7-10,1896,7,10,1971-12-17,1971,12,17,,,,
watsondavid1984,Watson,David John Hopetoun,David,,,,1945-1-29,1945,1,29,,,,,,,,
watsonjohn1901,Watson,John Christian,John,Chris,,,1867-4-9,1867,4,9,1941-11-18,1941,11,18,1,,,
watsonwilliam1922,Watson,William,William,,,,1864-10-22,1864,10,22,1938-12-21,1938,12,21,,,,
wattwilliam1914,Watt,William Alexander,William,,,,1871-11-23,1871,11,23,1946-9-13,1946,9,13,,,,
wattstimothy2013,Watts,Timothy Graham,Timothy,,,,1982-6-8,1982,6,8,,,,,,,,
webbcharles1954,Webb,Charles Harry,Charles,,,,1908-2-2,1908,2,2,2000-11-15,2000,11,15,,,,
websteralasdair1984,Webster,Alasdair Paine,Alasdair,,,,1934-2-12,1934,2,12,,,,,,,,
websterwilliam1903,Webster,William,William,,,,1860-6-7,1860,6,7,1936-10-10,1936,10,10,,,,
wellsdeane1983,Wells,Deane McMillan,Deane,,,,1949-1-13,1949,1,13,,,,,,,https://en.wikipedia.org/wiki/Dean_Wells_(politician),
wentworthwilliam1949,Wentworth,William Charles,William,,,,1907-9-8,1907,9,8,2003-6-15,2003,6,15,,,,
westandrea1996,West,Andrea Gail,Andrea,,,,1952-9-16,1952,9,16,,,,,,,,
westjohn1910,West,John Edward,John,,,,,1851,,,1931-2-5,1931,2,5,,,,
weststewart1977,West,Stewart John,Stewart,,,,1934-3-31,1934,3,31,,,,,,,,
whanbob1972,Whan,Robert Bruce,Robert,Bob,,,1933-1-5,1933,1,5,2015-10-4,2015,10,4,,,,
wheelerroy1949,Wheeler,Roy Crawford,Roy,,,,,1909,,,1971-3-16,1971,3,16,,,,
whitepeter1981,White,Peter Nicholson Duckett,Peter,,,,1936-1-19,1936,1,19,,,,,,,,
whitethomas1929,White,Thomas Walter,Thomas,,,,1888-4-26,1888,4,26,1957-10-13,1957,10,13,,,,
whiteleybrett2013,Whiteley,Brett David,Brett,,,,1960-7-1,1960,7,1,,,,,,,,
whitlamtony1975,Whitlam,Antony Philip,Antony,Tony,,,1944-1-7,1944,1,7,,,,,,,,
whitlamgough1952,Whitlam,Edward Gough,Edward,Gough,,,1916-7-11,1916,7,11,2014-10-21,2014,10,21,1,,,
whitsittjoshua1922,Whitsitt,Joshua Thomas Hoskins,Joshua,,,,,1870,,,1943-9-14,1943,9,14,,,,
whittornraymond1960,Whittorn,Raymond Harold,Raymond,,,,1911-10-4,1911,10,4,1995-8-10,1995,8,10,,,,
wickslucy2013,Wicks,Lucy Elizabeth,Lucy,,,,1973-1-1,1973,1,1,,,,,,,,
wienholtarnold1919,Wienholt,Arnold,Arnold,,,,1877-11-25,1877,11,25,1940-9-10,1940,9,10,,,,
wightbruce1949,Wight,Bruce McDonald,Bruce,,,,1914-6-16,1914,6,16,1969-2-2,1969,2,2,,,,
wilkieandrew2010,Wilkie,Andrew Damien,Andrew,,,,1961-11-8,1961,11,8,,,,,,,,
wilkiekim1998,Wilkie,Kim William,Kim,,,,1959-6-3,1959,6,3,,,,,,,https://en.wikipedia.org/wiki/Kim_Wilkie,
wilkinsonjames1901,Wilkinson,James,James,,,,1854-11-30,1854,11,30,1915-1-11,1915,1,11,,,,
wilkswilliam1901,Wilks,William Henry,William,,,,,1863,,,1940-2-5,1940,2,5,,,,
williamsdaryl1993,Williams,Daryl Robert,Daryl,,,,1942-8-21,1942,8,21,,,,,,,https://en.wikipedia.org/wiki/Daryl_Williams,
williamsmatthew2013,Williams,Matthew,Matthew,,,,1973-3-28,1973,3,28,,,,,,,,
williamsthomas1943,Williams,Thomas Francis,Thomas,,,,1897-4-7,1897,4,7,1992-6-4,1992,6,4,,,,
willishenry1901,Willis,Henry,Henry,,,,1860-4-6,1860,4,6,1950-2-23,1950,2,23,,,,
willisralph1972,Willis,Ralph,Ralph,,,,1938-4-14,1938,4,14,,,,,,,,
wilsonalexander1937,Wilson,Alexander,Alexander,,,,1880-6-7,1880,6,7,1954-1-26,1954,1,26,,,,
wilsonian1966,Wilson,Ian Bonython Cameron,Ian,,,,1932-5-2,1932,5,2,2013-4-2,2013,4,2,,,,
wilsonjohn1903,Wilson,John Gratton,John,,,,1863-8-18,1863,8,18,1948-8-20,1948,8,20,,,,
wilsonjoshua2016,Wilson,Joshua Hamilton,Joshua,,,,1972-6-5,1972,6,5,,,,,,,,
wilsonkeith1949,Wilson,Keith Cameron,Keith,,Later Sir Keith,,1900-9-3,1900,9,3,1987-9-28,1987,9,28,,,,
wilsonrichard2013,Wilson,Richard James,Richard,,,,1966-1-2,1966,1,2,,,,,,,,
wilsontimothy2016,Wilson,Timothy Robert,Timothy,,,,1980-3-12,1980,3,12,,,,,,,,
wiltongregory1996,Wilton,Gregory Stuart,Gregory,,,,1955-11-6,1955,11,6,2000-6-14,2000,6,14,,,,
windsorantony2001,Windsor,Antony Harold Curties,Antony,,,,1950-9-2,1950,9,2,,,,,,,,
wisegeorge1906,Wise,George Henry,George,,,,1853-7-1,1853,7,1,1950-7-31,1950,7,31,,,,
woodjason2004,Wood,Jason Peter,Jason,,,,1968-5-24,1968,5,24,,,,,,,,
woodsharry1990,Woods,Harry Francis,Harry,,,,1947-12-23,1947,12,23,,,,,,,,
woodsrobert1987,Woods,Robert Leslie,Robert,,,,1947-4-13,1947,4,13,,,,,,,,
wooldridgemichael1987,Wooldridge,Michael Richard Lewis,Michael,,,,1956-11-7,1956,11,7,,,,,,,,
worthtrish1993,Worth,Patricia Mary,Patricia,Trish,,,1946-4-21,1946,4,21,,,,,,,,
wrightkeith1984,Wright,Keith Webb,Keith,,,,1942-1-9,1942,1,9,2015-1-13,2015,1,13,,,https://en.wikipedia.org/wiki/Keith_Wright_(Australian_politician),
wyattkenneth2010,Wyatt,Kenneth George,Kenneth,,,,1952-8-4,1952,8,4,,,,,,,,
wynneagar1906,Wynne,Agar,Agar,,,,1850-1-15,1850,1,15,1934-5-12,1934,5,12,,,,
yatesgeorge1914,Yates,George Edwin,George,,,,1871-5-14,1871,5,14,1959-7-16,1959,7,16,,,,
yateswilliam1975,Yates,William,William,,,,1921-9-15,1921,9,15,2010-4-18,2010,4,18,,,,
youngmick1974,Young,Michael Jerome,Michael,Mick,,,1936-10-9,1936,10,9,1996-4-8,1996,4,8,,,,
zahrachristian1998,Zahra,Christian John,Christian,,,,1973-4-8,1973,4,8,,,,,,,,
zammitpaul1996,Zammit,Paul John,Paul,,,,1941-4-28,1941,4,28,,,,,,,,
zappiaantonio2007,Zappia,Antonio,Antonio,,,,1952-6-13,1952,6,13,,,,,,,,
zimmermantrent2015,Zimmerman,Trent Moir,Trent,,,,1968-10-15,1968,10,15,,,,,,,,
