uniqueID,surname,allOtherNames,firstName,commonName,earlierOrLaterNames,title,gender,birthDate,birthYear,birthMonth,birthDay,deathDate,deathYear,deathMonth,deathDay,comments,wikipedia,adb
mcleayleo1979,McLeay,Leo Boyce,Leo,NA,NA,NA,male,1945-10-04,1945,10,4,NA,NA,NA,NA,NA,NA,NA
mcleoddonald1940,McLeod,Donald,Donald,NA,NA,NA,male,1892-10-29,1892,10,29,1963-08-22,1963,8,22,NA,NA,NA
mcmahonjames1975,McMahon,James Leslie,James,NA,NA,NA,male,1930-02-26,1930,2,26,2015-01-23,2015,1,23,NA,NA,NA
mcmahonwilliam1949,McMahon,William,William,NA,Later Sir William,NA,male,1908-02-23,1908,2,23,1988-03-31,1988,3,31,NA,NA,NA
mcmillanwilliam1901,McMillan,William,William,NA,NA,Sir,male,1850-11-14,1850,11,14,1926-12-21,1926,12,21,NA,NA,NA
mcmullanrobert1996,McMullan,Robert Francis,Robert,NA,NA,NA,male,1947-12-10,1947,12,10,NA,NA,NA,NA,NA,NA,NA
mcnamarakaren2013,McNamara,Karen Jane,Karen,NA,NA,NA,female,1964-04-23,1964,4,23,NA,NA,NA,NA,NA,NA,NA
mcneilljohn1922,McNeill,John,John,NA,NA,NA,male,NA,1868,NA,NA,1943-06-14,1943,6,14,NA,NA,NA
mcneillneil1961,McNeill,Neil,Neil,NA,NA,NA,male,1921-06-19,1921,6,19,2009-02-08,2009,2,8,NA,NA,NA
mcnicollwalter1931,McNicoll,Walter Ramsay,Walter,NA,NA,NA,male,1877-05-27,1877,5,27,1947-12-24,1947,12,24,NA,NA,NA
mctiernanedward1929,McTiernan,Edward Aloysius,Edward,NA,NA,NA,male,1892-02-16,1892,2,16,1990-01-09,1990,1,9,NA,NA,NA
mcveightom1972,McVeigh,Daniel Thomas,Daniel,Tom,NA,NA,male,1930-05-07,1930,5,7,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Tom_McVeigh,NA
mcveighjohn2016,McVeigh,John Joseph,John,NA,NA,NA,male,1965-05-13,1965,5,13,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/John_McVeigh_(politician),NA
mcwilliamswilliam1903,McWilliams,William James,William,NA,NA,NA,male,NA,1860,NA,NA,1929-10-22,1929,10,22,NA,NA,NA
macdonaldpatersonthomas1901,Macdonald-Paterson,Thomas,Thomas,NA,NA,NA,male,1844-05-09,1844,5,9,1906-03-21,1906,3,21,NA,NA,NA
macfarlaneian1998,Macfarlane,Ian Elgin,Ian,NA,NA,NA,male,1955-04-05,1955,4,5,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Ian_Macfarlane_(politician),NA
mackedward1990,Mack,Edward Carrington,Edward,NA,NA,NA,male,1933-12-20,1933,12,20,NA,NA,NA,NA,NA,NA,NA
mackaygeorge1917,Mackay,George Hugh,George,NA,NA,NA,male,1872-03-20,1872,3,20,1961-11-05,1961,11,5,NA,NA,NA
mackaymalcolm1963,Mackay,Malcolm George,Malcolm,NA,NA,NA,male,1919-12-29,1919,12,29,1999-07-08,1999,7,8,NA,NA,NA
mackellarmichael1969,MacKellar,Michael John Randal,Michael,NA,NA,NA,male,1938-10-27,1938,10,27,2015-05-09,2015,5,9,NA,https://en.wikipedia.org/wiki/Michael_MacKellar,NA
mackenziealexander1975,MacKenzie,Alexander John,Alexander,NA,NA,NA,male,1941-08-29,1941,8,29,NA,NA,NA,NA,NA,NA,NA
mackinnonewen1949,MacKinnon,Ewen Daniel,Ewen,NA,NA,NA,male,1903-02-11,1903,2,11,1983-06-07,1983,6,7,NA,NA,NA
macklinjenny1996,Macklin,Jennifer Louise,Jennifer,Jenny,NA,NA,female,1953-12-29,1953,12,29,NA,NA,NA,NA,NA,NA,NA
macpheeian1974,Macphee,Ian Malcolm,Ian,NA,NA,NA,male,1938-07-13,1938,7,13,NA,NA,NA,NA,NA,NA,NA
mactiernanalannah2013,MacTiernan,Alannah Joan Geraldine Cecilia,Alannah,NA,NA,NA,female,1953-01-10,1953,1,10,NA,NA,NA,NA,NA,NA,NA
mahermichael1982,Maher,Michael John,Michael,NA,NA,NA,male,1936-07-11,1936,7,11,2013-09-29,2013,9,29,NA,NA,NA
mahonhugh1901,Mahon,Hugh,Hugh,NA,NA,NA,male,1857-01-06,1857,1,6,1931-08-28,1931,8,28,NA,NA,NA
mahoneygerald1934,Mahoney,Gerald William,Gerald,NA,NA,NA,male,1892-05-24,1892,5,24,1955-09-16,1955,9,16,NA,NA,NA
mahonywilliam1915,Mahony,William George,William,NA,NA,NA,male,NA,1877,NA,NA,1962-08-28,1962,8,28,NA,NA,NA
maiseydonald1963,Maisey,Donald William,Donald,NA,NA,NA,male,1915-05-06,1915,5,6,2005-04-20,2005,4,20,NA,NA,NA
makinnorman1919,Makin,Norman John Oswald,Norman,NA,NA,NA,male,1889-03-31,1889,3,31,1982-07-20,1982,7,20,NA,NA,NA
maloneywilliam1904,Maloney,William Robert Nuttall,William,NA,NA,NA,male,1854-04-12,1854,4,12,1940-08-29,1940,8,29,NA,NA,NA
manifoldjames1901,Manifold,James Chester,James,NA,NA,NA,male,1867-02-10,1867,2,10,1918-10-23,1918,10,23,NA,NA,NA
mannedward1922,Mann,Edward Alexander,Edward,NA,NA,NA,male,1874-08-11,1874,8,11,1951-11-15,1951,11,15,NA,NA,NA
manningarthur1922,Manning,Arthur Gibson,Arthur,NA,NA,NA,male,NA,1872,NA,NA,1947-04-03,1947,4,3,NA,NA,NA
marekpaul1996,Marek,Paul,Paul,NA,NA,NA,male,1964-07-25,1964,7,25,NA,NA,NA,NA,NA,NA,NA
marinonola2007,Marino,Nola Bethwyn,Nola,NA,NA,NA,female,1954-02-18,1954,2,18,NA,NA,NA,NA,NA,NA,NA
markswalter1919,Marks,Walter Moffitt,Walter,NA,NA,NA,male,1875-06-06,1875,6,6,1951-03-31,1951,3,31,NA,NA,NA
markuslouise2004,Markus,Louise Elizabeth,Louise,NA,NA,NA,female,1958-09-06,1958,9,6,NA,NA,NA,NA,NA,NA,NA
marlesrichard2007,Marles,Richard Donald,Richard,NA,NA,NA,male,1967-07-13,1967,7,13,NA,NA,NA,NA,NA,NA,NA
marrcharles1919,Marr,Charles William Clanan,Charles,NA,Later Sir Charles,NA,male,1880-03-23,1880,3,23,1960-10-20,1960,10,20,NA,NA,NA
martensgeorge1928,Martens,George William,George,NA,NA,NA,male,NA,1874,NA,NA,1949-08-23,1949,8,23,NA,NA,NA
martinstephen1984,Martin,Stephen Paul,Stephen,NA,NA,NA,male,1948-06-24,1948,6,24,NA,NA,NA,NA,NA,NA,NA
martinvincent1969,Martin,Vincent Joseph,Vincent,NA,NA,NA,male,1920-05-14,1920,5,14,2001-03-10,2001,3,10,NA,NA,NA
martyrjohn1975,Martyr,John Raymond,John,NA,NA,NA,male,1932-05-25,1932,5,25,NA,NA,NA,NA,NA,NA,NA
marwickthomas1940,Marwick,Thomas William,Thomas,NA,NA,NA,male,1895-04-29,1895,4,29,1960-04-03,1960,4,3,NA,NA,NA
massygreenewalter1910,Massy-Greene,Walter,Walter,NA,Also Walter Massy Green,NA,male,1874-11-06,1874,11,6,1952-11-16,1952,11,16,NA,https://en.wikipedia.org/wiki/Walter_Massy-Greene,NA
mathesonrussell2010,Matheson,Russell Glenn,Russell,NA,NA,NA,male,1958-12-16,1958,12,16,NA,NA,NA,NA,NA,NA,NA
mathewscharles1972,Mathews,Charles Race Thorson,Charles,NA,NA,NA,male,1935-03-27,1935,3,27,NA,NA,NA,NA,NA,NA,NA
mathewsjames1906,Mathews,James,James,NA,NA,NA,male,NA,1865,NA,NA,1934-10-16,1934,10,16,NA,NA,NA
maugersamuel1901,Mauger,Samuel,Samuel,NA,NA,NA,male,1857-11-12,1857,11,12,1936-06-26,1936,6,26,NA,NA,NA
maxwellgeorge1917,Maxwell,George Arnot,George,NA,NA,NA,male,1859-04-30,1859,4,30,1935-06-25,1935,6,25,NA,NA,NA
maymargaret1998,May,Margaret Ann,Margaret,NA,NA,NA,female,1950-06-30,1950,6,30,NA,NA,NA,NA,NA,NA,NA
mayerhelen1983,Mayer,Helen,Helen,NA,NA,NA,female,1932-09-07,1932,9,7,2008-02-07,2008,2,7,NA,NA,NA
melhamdaryl1990,Melham,Daryl,Daryl,NA,NA,NA,male,1954-11-26,1954,11,26,NA,NA,NA,NA,NA,NA,NA
menziesrobert1934,Menzies,Robert Gordon,Robert,NA,Later Sir Robert,NA,male,1894-12-20,1894,12,20,1978-05-15,1978,5,15,NA,NA,NA
mildrenjohn1980,Mildren,John Barry,John,NA,NA,NA,male,1932-10-20,1932,10,20,NA,NA,NA,NA,NA,NA,NA
mileschristopher1984,Miles,Christopher Gordon,Christopher,NA,NA,NA,male,1947-08-21,1947,8,21,NA,NA,NA,NA,NA,NA,NA
millarclarrie1974,Millar,Percival Clarence,Percival,Clarrie,NA,NA,male,1925-06-15,1925,6,15,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Clarrie_Millar,NA
miltonpeter1980,Milton,Peter,Peter,NA,NA,NA,male,1928-09-22,1928,9,22,2009-08-08,2009,8,8,NA,NA,NA
minoguedaniel1949,Minogue,Daniel,Daniel,NA,NA,NA,male,1893-07-18,1893,7,18,1983-01-07,1983,1,7,NA,NA,NA
mirabellasophie2001,Mirabella,Sophie,Sophie,NA,Also Sophie Panopolous,NA,female,1968-10-27,1968,10,27,NA,NA,NA,NA,NA,NA,NA
mitchellbrian2016,Mitchell,Brian Keith,Brian,NA,NA,NA,male,1967-07-16,1967,7,16,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Brian_Mitchell_(politician),NA
mitchellrobert2010,Mitchell,Robert George,Robert,NA,NA,NA,male,1967-09-09,1967,9,9,NA,NA,NA,NA,NA,NA,NA
moloneyparker1910,Moloney,Parker John,Parker,NA,NA,NA,male,1876-08-12,1876,8,12,1961-05-08,1961,5,8,NA,https://en.wikipedia.org/wiki/Parker_Moloney,NA
monaghanjames1961,Monaghan,James Edward,James,NA,NA,NA,male,1921-09-20,1921,9,20,2007-07-19,2007,7,19,NA,NA,NA
moorejohn1975,Moore,John Colinton,John,NA,NA,NA,male,1936-11-16,1936,11,16,NA,NA,NA,NA,NA,NA,NA
morganarthur1929,Morgan,Arthur Clinton,Arthur,NA,NA,NA,male,NA,1881,NA,NA,1957-08-02,1957,8,2,NA,NA,NA
morgancharles1940,Morgan,Charles Albert Aaron,Charles,NA,NA,NA,male,1897-01-27,1897,1,27,1967-11-27,1967,11,27,NA,NA,NA
morrisallan1983,Morris,Allan Agapitos,Allan,NA,NA,NA,male,1940-07-26,1940,7,26,NA,NA,NA,NA,NA,NA,NA
morrispeter1972,Morris,Peter Frederick,Peter,NA,NA,NA,male,1932-07-29,1932,7,29,NA,NA,NA,NA,NA,NA,NA
morrisonscott2007,Morrison,Scott John,Scott,NA,NA,NA,male,1968-05-13,1968,5,13,NA,NA,NA,NA,NA,NA,NA
morrisonbill1969,Morrison,William Lawrence,William,Bill,NA,NA,male,1928-11-03,1928,11,3,2013-02-15,2013,2,15,NA,NA,NA
mortimerjack1963,Mortimer,Jack,Jack,NA,NA,NA,male,NA,1913,NA,NA,1973-02-08,1973,2,8,NA,NA,NA
mortonben2016,Morton,Ben,Ben,NA,NA,NA,male,1981-06-29,1981,6,29,NA,NA,NA,NA,NA,NA,NA
mossfieldfrank1996,Mossfield,Frank William,Frank,NA,NA,NA,male,1935-06-04,1935,6,4,NA,NA,NA,NA,NA,NA,NA
mountfordjohn1980,Mountford,John Graham,John,NA,NA,NA,male,1933-11-21,1933,11,21,NA,NA,NA,NA,NA,NA,NA
mountjoydonald1943,Mountjoy,Donald Alfred,Donald,NA,NA,NA,male,1906-10-19,1906,10,19,1988-01-08,1988,1,8,NA,NA,NA
moylanjudi1993,Moylan,Judith Eleanor,Judith,Judi,NA,NA,female,1944-02-24,1944,2,24,NA,NA,NA,NA,NA,NA,NA
mulcahydaniel1934,Mulcahy,Daniel,Daniel,NA,NA,NA,male,1882-01-07,1882,1,7,1953-07-13,1953,7,13,NA,NA,NA
mulderallan1972,Mulder,Allan William,Allan,NA,NA,NA,male,1928-08-19,1928,8,19,2009-11-07,2009,11,7,NA,NA,NA
mullensjohn1949,Mullens,John Michael,John,NA,NA,NA,male,1896-07-18,1896,7,18,1978-09-05,1978,9,5,NA,NA,NA
munrodugald1966,Munro,Dugald Ranald Ross,Dugald,NA,NA,NA,male,1930-06-12,1930,6,12,1973-06-20,1973,6,20,NA,NA,NA
murphyjohn1998,Murphy,John Paul,John,NA,NA,NA,male,1950-05-31,1950,5,31,NA,NA,NA,NA,NA,NA,NA
murrayjohn1958,Murray,John,John,NA,NA,NA,male,1915-12-31,1915,12,31,2009-01-25,2009,1,25,NA,NA,NA
mutchstephen1996,Mutch,Stephen Bruce,Stephen,NA,NA,NA,male,1956-02-04,1956,2,4,NA,NA,NA,NA,NA,NA,NA
nairngary1996,Nairn,Gary Roy,Gary,NA,NA,NA,male,1951-01-03,1951,1,3,NA,NA,NA,NA,NA,NA,NA
nairnwalter1929,Nairn,Walter Maxwell,Walter,NA,NA,NA,male,NA,1878,NA,NA,1958-12-12,1958,12,12,NA,NA,NA
nealbelinda2007,Neal,Belinda Jane,Belinda,NA,NA,NA,female,1963-01-10,1963,1,10,NA,NA,NA,NA,NA,NA,NA
nehlgarry1984,Nehl,Garry Barr,Garry,NA,NA,NA,male,1934-02-19,1934,2,19,NA,NA,NA,NA,NA,NA,NA
neilmaurice1975,Neil,Maurice James,Maurice,NA,NA,NA,male,1944-05-29,1944,5,29,NA,NA,NA,NA,NA,NA,NA
nelsonbrendan1996,Nelson,Brendan John,Brendan,NA,NA,NA,male,1959-08-19,1959,8,19,NA,NA,NA,NA,NA,NA,NA
nelsonharold1922,Nelson,Harold George,Harold,NA,NA,NA,male,NA,1881,NA,NA,1947-04-26,1947,4,26,NA,NA,NA
nelsonjohn1949,Nelson,John Norman,John,NA,NA,NA,male,1908-05-28,1908,5,28,1991-06-20,1991,6,20,NA,NA,NA
neumannshayne2007,Neumann,Shayne Kenneth,Shayne,NA,NA,NA,male,1961-08-26,1961,8,26,NA,NA,NA,NA,NA,NA,NA
nevillepaul1993,Neville,Paul Christopher,Paul,NA,NA,NA,male,1940-03-28,1940,3,28,NA,NA,NA,NA,NA,NA,NA
newellneville1990,Newell,Neville Joseph,Neville,NA,NA,NA,male,1952-10-14,1952,10,14,NA,NA,NA,NA,NA,NA,NA
newmankevin1975,Newman,Kevin Eugene,Kevin,NA,NA,NA,male,1933-10-10,1933,10,10,1999-07-17,1999,7,17,NA,NA,NA
nichollsmartin1963,Nicholls,Martin Henry,Martin,NA,NA,NA,male,1917-04-03,1917,4,3,1983-05-03,1983,5,3,NA,NA,NA
nichollssamuel1917,Nicholls,Samuel Robert,Samuel,NA,NA,NA,male,1885-05-15,1885,5,15,1939-09-26,1939,9,26,NA,NA,NA
nikolicandrew2013,Nikolic,Andrew Alexander,Andrew,NA,NA,NA,male,1961-06-20,1961,6,20,NA,NA,NA,NA,NA,NA,NA
nixonpeter1961,Nixon,Peter James,Peter,NA,NA,NA,male,1928-03-22,1928,3,22,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Peter_Nixon,NA
nockhorace1931,Nock,Horace Keyworth,Horace,NA,NA,NA,male,1879-10-26,1879,10,26,1958-08-02,1958,8,2,NA,NA,NA
nottlewis1925,Nott,Lewis Windermere,Lewis,NA,NA,NA,male,1888-02-12,1888,2,12,1951-10-27,1951,10,27,NA,https://en.wikipedia.org/wiki/Lewis_Nott,NA
nugentpeter1990,Nugent,Peter Edward,Peter,NA,NA,NA,male,1938-04-01,1938,4,1,2001-04-24,2001,4,24,NA,NA,NA
obrienllewellyn2016,O'Brien,Llewellyn Stephen,Llewellyn,NA,NA,NA,male,1972-06-25,1972,6,25,NA,NA,NA,NA,NA,NA,NA
obrienreginald1961,O'Brien,Reginald Charles,Reginald,NA,NA,NA,male,1926-01-23,1926,1,23,1999-04-20,1999,4,20,NA,NA,NA
obriented2016,O'Brien,Ted Lynam,Ted,NA,NA,NA,male,1974-05-07,1974,5,7,NA,NA,NA,NA,NA,NA,NA
obyrnemichelle1998,O'Byrne,Michelle Anne,Michelle,NA,NA,NA,female,1968-03-06,1968,3,6,NA,NA,NA,NA,NA,NA,NA
oconnorbrendan2001,O'Connor,Brendan Patrick,Brendan,NA,NA,NA,male,1962-03-02,1962,3,2,NA,NA,NA,NA,NA,NA,NA
oconnorgavan1993,O'Connor,Gavan Michael,Gavan,NA,NA,NA,male,1947-12-02,1947,12,2,NA,NA,NA,NA,NA,NA,NA
oconnorwilliam1946,O'Connor,William Paul,William,NA,NA,NA,male,1910-09-21,1910,9,21,1987-09-18,1987,9,18,NA,NA,NA
odowdkenneth2010,O'Dowd,Kenneth Desmond,Kenneth,NA,NA,NA,male,1950-06-30,1950,6,30,NA,NA,NA,NA,NA,NA,NA
odwyerkelly2009,O'Dwyer,Kelly Megan,Kelly,NA,NA,NA,female,1977-03-31,1977,3,31,NA,NA,NA,NA,NA,NA,NA
okeefedavid1922,O'Keefe,David John,David,NA,NA,NA,male,1864-08-21,1864,8,21,1943-07-21,1943,7,21,NA,NA,NA
okeefefrank1969,O'Keefe,Frank Lionel,Frank,NA,NA,NA,male,1912-10-06,1912,10,6,1989-04-21,1989,4,21,NA,NA,NA
okeefeneil1984,O'Keefe,Neil Patrick,Neil,NA,NA,NA,male,1947-05-07,1947,5,7,NA,NA,NA,NA,NA,NA,NA
omalleyking1901,O'Malley,King,King,NA,NA,NA,male,1854-07-04,1854,7,4,1953-12-20,1953,12,20,Exact birth is uncertain.,https://en.wikipedia.org/wiki/King_O%27Malley,NA
oneilclare2013,O'Neil,Clare Ellen,Clare,NA,NA,NA,female,1980-09-12,1980,9,12,NA,NA,NA,NA,NA,NA,NA
oneillloyd1983,O'Neil,Lloyd Reginald Terrence,Lloyd,NA,NA,NA,male,1937-06-24,1937,6,24,NA,NA,NA,NA,NA,NA,NA
oneilldeborah2010,O'Neill,Deborah Mary,Deborah,NA,NA,NA,female,1961-06-04,1961,6,4,NA,NA,NA,NA,NA,NA,NA
otoolecathy2016,O'Toole,Catherine Elizabeth,Catherine,Cathy,NA,NA,female,1956-08-30,1956,8,30,NA,NA,NA,NA,NA,NA,NA
oakeshottrobert2008,Oakeshott,Robert James Murray,Robert,NA,NA,NA,male,1969-12-14,1969,12,14,NA,NA,NA,NA,NA,NA,NA
oldmeadowmaxwell1972,Oldmeadow,Maxwell Wilkinson,Maxwell,NA,NA,NA,male,1924-08-03,1924,8,3,2013-03-21,2013,3,21,NA,NA,NA
olleyfrank1972,Olley,Frank,Frank,NA,NA,NA,male,1927-01-18,1927,1,18,1988-07-21,1988,7,21,NA,NA,NA
oppermanhubert1949,Opperman,Hubert Ferdinand,Hubert,NA,Later Sir Hubert,NA,male,1904-05-29,1904,5,29,1996-04-18,1996,4,18,NA,NA,NA
orchardrichard1913,Orchard,Richard Beaumont,Richard,NA,NA,NA,male,NA,1873,NA,NA,1942-07-24,1942,7,24,NA,NA,NA
organmichael2002,Organ,Michael Keith,Michael,NA,NA,NA,male,1956-09-22,1956,9,22,NA,NA,NA,NA,NA,NA,NA
osbornefrederick1949,Osborne,Frederick Meares,Frederick,NA,NA,NA,male,1909-01-20,1909,1,20,1996-07-23,1996,7,23,NA,NA,NA
owensjulie2004,Owens,Julie Ann,Julie,NA,NA,NA,female,1958-10-17,1958,10,17,NA,NA,NA,NA,NA,NA,NA
ozannealfred1910,Ozanne,Alfred Thomas,Alfred,NA,NA,NA,male,NA,1877,NA,NA,1961-05-27,1961,5,27,NA,NA,NA
pageearle1919,Page,Earle Christmas Grafton,Earle,NA,Later Sir Earle,NA,male,1880-08-08,1880,8,8,1961-12-20,1961,12,20,NA,NA,NA
pagejames1901,Page,James,James,NA,NA,NA,male,NA,1861,NA,NA,1921-06-03,1921,6,3,NA,NA,NA
palmeralbert1906,Palmer,Albert Clayton,Albert,NA,NA,NA,male,NA,1859,NA,NA,1919-08-14,1919,8,14,Election declared void.,NA,NA
palmerclive2013,Palmer,Clive Frederick,Clive,NA,NA,NA,male,1954-03-26,1954,3,26,NA,NA,NA,NA,NA,NA,NA
parkemelissa2007,Parke,Melissa,Melissa,NA,NA,NA,female,1966-08-11,1966,8,11,NA,NA,NA,NA,NA,NA,NA
parkhillrobert1927,Parkhill,Robert Archdale,Robert,NA,Later Sir Archdale,NA,male,1879-08-27,1879,8,27,1947-10-02,1947,10,2,NA,NA,NA
parsonswalter1925,Parsons,Walter Langdon,Walter,NA,NA,NA,male,1881-08-16,1881,8,16,1955-03-02,1955,3,2,NA,NA,NA
pasinantony2013,Pasin,Antony,Antony,NA,NA,NA,male,1977-10-01,1977,10,1,NA,NA,NA,NA,NA,NA,NA
patersonalexander1901,Paterson,Alexander,Alexander,NA,NA,NA,male,1844-01-24,1844,1,24,1908-03-20,1908,3,20,NA,NA,NA
patersonthomas1922,Paterson,Thomas,Thomas,NA,NA,NA,male,1882-11-20,1882,11,20,1952-01-24,1952,1,24,NA,NA,NA
pattenrobert1913,Patten,Robert,Robert,NA,NA,NA,male,NA,1859,NA,NA,1935-09-17,1935,9,17,NA,NA,NA
pattersonrex1966,Patterson,Rex Alan,Rex,NA,NA,NA,male,1927-01-08,1927,1,8,2016-04-06,2016,4,6,NA,NA,NA
peacockandrew1966,Peacock,Andrew Sharp,Andrew,NA,NA,NA,male,1939-02-13,1939,2,13,NA,NA,NA,NA,NA,NA,NA
pearcechristopher2001,Pearce,Christopher John,Christopher,NA,NA,NA,male,1963-03-01,1963,3,1,NA,NA,NA,NA,NA,NA,NA
pearcehenry1949,Pearce,Henry George,Henry,NA,NA,NA,male,1917-09-17,1917,9,17,NA,NA,NA,NA,NA,NA,NA
pearsallthomas1966,Pearsall,Thomas Gordon,Thomas,NA,NA,NA,male,1920-04-11,1920,4,11,2003-12-28,2003,12,28,NA,NA,NA
perkinsjohn1926,Perkins,John Arthur,John,NA,NA,NA,male,1878-05-18,1878,5,18,1954-07-13,1954,7,13,NA,NA,NA
perrettgraham2007,Perrett,Graham Douglas,Graham,NA,NA,NA,male,1966-01-05,1966,1,5,NA,NA,NA,NA,NA,NA,NA
petersedward1949,Peters,Edward William,Edward,NA,NA,NA,male,1897-06-12,1897,6,12,1980-06-22,1980,6,22,NA,NA,NA
pettittjohn1963,Pettitt,John Alexander,John,NA,NA,NA,male,1910-09-25,1910,9,25,1977-12-25,1977,12,25,NA,NA,NA
phillipspharez1901,Phillips,Pharez,Pharez,NA,NA,NA,male,1855-11-22,1855,11,22,1914-08-09,1914,8,9,NA,NA,NA
piessefrederick1901,Piesse,Frederick William,Frederick,NA,NA,NA,male,1848-12-10,1848,12,10,1902-03-06,1902,3,6,NA,NA,NA
pigotthenry1913,Pigott,Henry Robert Maguire,Henry,NA,NA,NA,male,1866-10-02,1866,10,2,1949-07-08,1949,7,8,NA,NA,NA
pittkeith2013,Pitt,Keith John,Keith,NA,NA,NA,male,1969-08-31,1969,8,31,NA,NA,NA,NA,NA,NA,NA
pittardalan1949,Pittard,Alan Crocker,Alan,NA,NA,NA,male,1902-11-15,1902,11,15,1992-12-25,1992,12,25,NA,NA,NA
plibersektanya1998,Plibersek,Tanya Joan,Tanya,NA,NA,NA,female,1969-12-02,1969,12,2,NA,NA,NA,NA,NA,NA,NA
pollardreginald1937,Pollard,Reginald Thomas,Reginald,NA,NA,NA,male,1894-10-31,1894,10,31,1981-08-24,1981,8,24,NA,NA,NA
portercharles2013,Porter,Charles Christian,Charles,NA,NA,NA,male,1970-07-11,1970,7,11,NA,NA,NA,NA,NA,NA,NA
porterjames1975,Porter,James Robert,James,NA,NA,NA,male,1950-02-19,1950,2,19,NA,NA,NA,NA,NA,NA,NA
poyntonalexander1901,Poynton,Alexander,Alexander,NA,NA,NA,male,1853-08-08,1853,8,8,1935-01-10,1935,1,10,NA,NA,NA
prattmichael1988,Pratt,Michael Philip,Michael,NA,NA,NA,male,1948-02-10,1948,2,10,NA,NA,NA,NA,NA,NA,NA
prattenfrederick1928,Pratten,Frederick Graham,Frederick,NA,NA,NA,male,1899-12-03,1899,12,3,1977-12-18,1977,12,18,NA,NA,NA
prattenherbert1921,Pratten,Herbert Edward,Herbert,NA,NA,NA,male,1865-05-07,1865,5,7,1928-05-07,1928,5,7,NA,NA,NA
prenticejane2010,Prentice,Jane,Jane,NA,NA,NA,female,1953-06-22,1953,6,22,NA,NA,NA,NA,NA,NA,NA
pricearchibald1941,Price,Archibald Grenfell,Archibald,NA,NA,NA,male,1892-01-28,1892,1,28,1977-07-20,1977,7,20,NA,NA,NA
pricejohn1928,Price,John Lloyd,John,NA,NA,NA,male,1882-02-14,1882,2,14,1941-04-23,1941,4,23,NA,NA,NA
priceleo1984,Price,Leo Roger Spurway,Leo,NA,NA,NA,male,1945-11-26,1945,11,26,NA,NA,NA,NA,NA,NA,NA
pricemelissa2013,Price,Melissa Lee,Melissa,NA,NA,NA,female,1963-12-12,1963,12,12,NA,NA,NA,NA,NA,NA,NA
prossergeoffrey1987,Prosser,Geoffrey Daniel,Geoffrey,NA,NA,NA,male,1948-11-06,1948,11,6,NA,NA,NA,NA,NA,NA,NA
prowsejohn1919,Prowse,John Henry,John,NA,NA,NA,male,1871-06-16,1871,6,16,1944-05-20,1944,5,20,NA,NA,NA
punchgary1983,Punch,Gary Francis,Gary,NA,NA,NA,male,1957-08-21,1957,8,21,NA,NA,NA,NA,NA,NA,NA
pynechristopher1993,Pyne,Christopher Maurice,Christopher,NA,NA,NA,male,1967-08-13,1967,8,13,NA,NA,NA,NA,NA,NA,NA
quickharry1993,Quick,Harry Vernon,Harry,NA,NA,NA,male,1941-06-28,1941,6,28,NA,NA,NA,NA,NA,NA,NA
quickjohn1901,Quick,John,John,NA,NA,Sir,male,1852-04-14,1852,4,14,1932-06-17,1932,6,17,NA,NA,NA
ragusebrett2007,Raguse,Brett Blair,Brett,NA,NA,NA,male,1960-03-24,1960,3,24,NA,NA,NA,NA,NA,NA,NA
ramseyrowan2007,Ramsey,Rowan Eric,Rowan,NA,NA,NA,male,1956-08-04,1956,8,4,NA,NA,NA,NA,NA,NA,NA
randalldonald1996,Randall,Donald James,Donald,NA,NA,NA,male,1953-05-02,1953,5,2,2015-07-21,2015,7,21,NA,NA,NA
rankingeorge1937,Rankin,George James,George,NA,NA,NA,male,1887-05-01,1887,5,1,1957-12-28,1957,12,28,NA,NA,NA
reakerry2007,Rea,Kerry Marie,Kerry,NA,NA,NA,female,1963-04-16,1963,4,16,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Kerry_Rea,NA
reevesjohn1983,Reeves,John Edward,John,NA,NA,NA,male,1952-01-02,1952,1,2,NA,NA,NA,NA,NA,NA,NA
reidgeorge1901,Reid,George Houstoun,George,NA,Later Sir George,NA,male,1845-02-25,1845,2,25,1918-09-13,1918,9,13,NA,NA,NA
reidleonard1969,Reid,Leonard Stanley,Leonard,NA,NA,NA,male,1916-09-21,1916,9,21,NA,NA,NA,NA,NA,NA,NA
reidnicholas1990,Reid,Nicholas Bruce,Nicholas,NA,NA,NA,male,1935-07-30,1935,7,30,NA,NA,NA,NA,NA,NA,NA
reithpeter1982,Reith,Peter Keaston,Peter,NA,NA,NA,male,1950-07-15,1950,7,15,NA,NA,NA,NA,Did not take seat in 32nd Parliament. But won it again later.,NA,NA
reynoldsleonard1958,Reynolds,Leonard James,Leonard,NA,NA,NA,male,1923-11-19,1923,11,19,1980-07-14,1980,7,14,NA,NA,NA
richardsonkym2004,Richardson,Kym Charles,Kym,NA,NA,NA,male,1958-03-16,1958,3,16,NA,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Kym_Richardson,NA
